id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
39da8de4-b9f1-4ee9-96ff-b82c9e6091ed,Kaique Vasconcelos,1990-03-21,317.878.038-45,60952824,Ramos das Pedras,MS,Brasil,F,0300 932 7784,31787803845@exemplo.com.br,2025-04-10
a055f812-9cb1-416f-84b6-2534ea45fb80,Ana Vitória Rodrigues,1966-04-05,962.737.472-09,47447-339,Caldeira,RS,Brasil,M,+55 81 2083-6248,96273747209@exemplo.com.br,2024-08-12
493c6cf8-58aa-4def-a41b-e2d37fefa77f,Heloisa Pacheco,1950-09-27,982.000.058-75,92642-235,Araújo de Minas,PE,Brasil,F,+55 61 3480-7567,98200005875@exemplo.com.br,2023-11-07
d045da35-7f0f-47cc-a9de-b25ccbcc50a8,Davi Lucas da Cunha,1982-08-11,501.698.412-93,78877281,Cavalcanti de Cavalcante,AL,Brasil,F,+55 (081) 7699 5321,50169841293@exemplo.com.br,2024-11-11
52d78692-eef6-444a-ab43-f30580a0251c,Isabelly Cassiano,1946-10-09,564.596.235-59,79812402,Montenegro do Oeste,AP,Brasil,M,+55 (051) 6754 3875,56459623559@exemplo.com.br,2024-10-11
7cd2be26-d8a8-4e0e-883c-8fc48dc0b67f,Stella Carvalho,2003-09-14,775.313.117-34,99197918,Almeida,PA,Brasil,F,+55 81 9163-1211,77531311734@exemplo.com.br,2023-09-29
bd45ccbf-c9a4-45aa-9941-b2ddd7836a40,Enzo Gabriel Machado,1969-04-01,901.591.505-69,17327246,Peixoto,AM,Brasil,M,+55 (041) 6677 7041,90159150569@exemplo.com.br,2024-01-04
56828c68-8198-434e-b519-3c1e2020b65e,Isabella da Rocha,2006-07-06,069.019.281-05,06596572,Rodrigues,SC,Brasil,M,+55 (021) 4108-9999,06901928105@exemplo.com.br,2024-10-10
b9a96401-eb6c-4183-a0c6-997fbc01a0c5,Mariana Machado,2005-01-21,718.721.480-11,84133-987,Cassiano,PR,Brasil,F,+55 (081) 6775 8101,71872148011@exemplo.com.br,2024-12-19
7b17c50d-1cee-4bb8-b773-32a84710ffa3,Dra. Bruna Araújo,1994-09-03,760.530.914-99,85017550,Nogueira das Flores,SC,Brasil,F,+55 71 5391 7524,76053091499@exemplo.com.br,2023-11-03
988391b2-79cc-46fc-a875-4e0a3041b04d,Gabriel Sales,1940-11-19,133.011.442-33,70201681,Gomes,RR,Brasil,F,0900 553 0377,13301144233@exemplo.com.br,2024-01-11
1c3b9c08-7845-4501-bbea-e0451f170887,Benjamim Camargo,1998-12-31,478.048.019-14,30339635,Abreu,ES,Brasil,M,+55 21 7631-8406,47804801914@exemplo.com.br,2025-04-14
570ff7b4-bbd8-45aa-b191-53008db07a22,Ana Vitória Rocha,1965-08-26,693.649.578-60,35405267,Silveira do Campo,SE,Brasil,M,(031) 5342 4024,69364957860@exemplo.com.br,2023-09-28
c6d6e0d6-96fc-444c-96c9-1168db62da24,Sarah Carvalho,1946-07-04,817.723.089-87,07775-299,Nunes de Sousa,RS,Brasil,F,+55 21 8184 2332,81772308987@exemplo.com.br,2023-09-30
fc1bcf6f-a787-465c-af31-fc7ed5df39ed,Ana Laura Pereira,1937-09-07,458.792.491-81,37299-692,Câmara,SP,Brasil,F,+55 (051) 6788 8077,45879249181@exemplo.com.br,2025-04-04
af179a79-e5a5-427f-8348-e80b5aa49aa2,Davi Ribeiro,1937-03-16,776.745.632-53,61865864,Duarte da Mata,ES,Brasil,M,(031) 4212-7839,77674563253@exemplo.com.br,2024-09-26
dba1fad2-0112-4d04-8e5e-be9270e24143,Cauã Borges,1963-05-18,650.503.980-31,77031-567,Cavalcanti das Pedras,SE,Brasil,F,+55 (081) 9979-2030,65050398031@exemplo.com.br,2025-02-09
236fce65-c54f-49a9-a973-66f4d38ebcb6,Igor Cardoso,1994-01-13,972.082.740-47,22735-988,Pimenta,RJ,Brasil,F,84 7124-5645,97208274047@exemplo.com.br,2024-09-28
4a01fea0-16d2-40b1-a525-b69cce52a5ab,Sra. Maitê Lima,1944-11-08,060.129.828-03,44774-594,Barbosa,SE,Brasil,F,+55 81 6081-5318,06012982803@exemplo.com.br,2024-12-16
5f069d48-bb8b-4a41-b5a9-648fe3c9d190,Maria Luísa Aparecida,1950-12-02,132.143.840-86,21878-870,Alves do Sul,AL,Brasil,F,31 3847 4064,13214384086@exemplo.com.br,2024-04-15
3b881964-e5fb-44fc-be26-8ebb553ef358,Davi Lucas Montenegro,2005-05-08,569.647.741-84,93177006,Lopes,SC,Brasil,F,21 0083 8038,56964774184@exemplo.com.br,2024-05-28
23ffbe7d-7715-4a2c-9879-dca7dce267f2,Henry Gabriel Guerra,1982-06-14,906.609.354-33,20743195,Barbosa,ES,Brasil,M,0800 812 8556,90660935433@exemplo.com.br,2024-08-21
5b46fdc3-09a2-44be-af8b-209f33619908,Guilherme Aragão,1959-11-28,761.938.350-31,16350-819,Campos do Oeste,MS,Brasil,F,+55 61 4224 5921,76193835031@exemplo.com.br,2025-05-28
bf1b0a8f-c8a3-4075-9dd2-cdd10dc82d51,Davi Miguel Albuquerque,1973-10-13,085.792.643-17,54927326,Pimenta,AC,Brasil,F,+55 84 3670-7598,08579264317@exemplo.com.br,2024-07-27
c398f40e-bf0e-4d37-b7d4-2c0912bd72cf,Bryan Moreira,1962-04-01,338.984.786-40,48565-120,Montenegro,ES,Brasil,M,+55 (031) 7250 6771,33898478640@exemplo.com.br,2024-10-21
aa098fc5-8192-4542-8a57-21ee33c40bdb,Luiz Miguel Costa,1951-01-27,398.096.225-82,57020-580,das Neves das Pedras,CE,Brasil,F,+55 (081) 3350 0295,39809622582@exemplo.com.br,2025-01-24
73bd84a8-dd81-4a62-831d-a2c9a9dd1411,Juliana Leão,1937-05-23,273.201.591-93,23770539,Mendes,TO,Brasil,M,84 3249-3614,27320159193@exemplo.com.br,2024-01-18
0b346fc8-f0a7-4a63-9b9d-c960fc28f555,Dra. Sara Costela,2006-09-19,120.745.229-82,28295-545,Mendonça,ES,Brasil,M,84 1719 4856,12074522982@exemplo.com.br,2024-07-20
39fdf0cd-15fc-462b-865b-7a0f4ea763e1,Aurora Nascimento,1945-01-14,647.855.037-22,77172-082,da Mata,RN,Brasil,F,+55 11 5941-8361,64785503722@exemplo.com.br,2023-10-13
5b85fbd5-33e3-44c3-b31d-d3d9d5c199ea,Sra. Isabella Albuquerque,1942-08-09,671.317.807-67,48724-265,Ramos de Câmara,MA,Brasil,M,+55 71 7459 6228,67131780767@exemplo.com.br,2025-04-25
d8ef6069-0a90-419e-a210-3c433b52348a,Diego Montenegro,2006-08-29,973.997.130-38,86470-825,Lima de Alves,PI,Brasil,F,21 2283 6839,97399713038@exemplo.com.br,2023-10-10
4e20f029-925a-416d-8024-f09b7794f3bd,Liam Nunes,1997-02-16,293.759.998-69,26210-688,Barbosa de Monteiro,MS,Brasil,M,0800 288 1510,29375999869@exemplo.com.br,2023-08-23
ef8635fe-bf27-4ca8-9659-54f10a5ef6fe,Maria Alice Vargas,1941-01-09,706.101.932-23,07926974,Azevedo,MT,Brasil,F,61 3131-0489,70610193223@exemplo.com.br,2023-11-22
452cf403-64c5-4915-863b-08007cdb8410,Camila Oliveira,1981-04-15,804.265.149-65,49713-889,Sales Alegre,PB,Brasil,F,(011) 9434 5695,80426514965@exemplo.com.br,2025-01-18
d0bce4e4-32b0-4656-bc97-361e23816218,Alana Farias,1936-01-01,337.652.523-74,69012-944,Almeida da Serra,SE,Brasil,M,0800 077 8770,33765252374@exemplo.com.br,2024-04-23
d2916430-4413-4e37-902b-cbd5de61cd99,Theodoro Rocha,1942-02-24,172.494.188-02,98901021,Rezende,PA,Brasil,F,71 6083-7692,17249418802@exemplo.com.br,2024-06-25
dae87359-fc81-4fe5-b193-2f8bdf6eebed,Augusto das Neves,1960-09-04,240.825.987-82,39003-570,Aragão de Azevedo,SC,Brasil,M,+55 61 4046 0941,24082598782@exemplo.com.br,2024-12-18
dd0ce3a2-530a-41ff-9f46-2a53837263ec,Cauã da Luz,1961-10-21,974.958.232-51,74974-801,Fonseca,PE,Brasil,F,(084) 4286 4151,97495823251@exemplo.com.br,2025-01-22
e800cdf3-8b28-49ee-acac-51d5b38ebda6,Lucca da Conceição,1988-09-19,534.033.966-72,94730-627,Vieira,TO,Brasil,M,0800-566-2352,53403396672@exemplo.com.br,2024-11-19
14b9f144-2fc8-4c99-a85a-1fb56d2569d1,Manuella Mendes,1967-06-28,510.947.960-48,10939836,Alves,SE,Brasil,F,(021) 1166 2832,51094796048@exemplo.com.br,2023-06-10
a9f79f2a-0fa6-4353-ba08-5475a31988a8,João Gabriel Fogaça,1939-12-09,594.034.429-07,14929-121,Gomes,CE,Brasil,M,+55 71 3122 0065,59403442907@exemplo.com.br,2025-01-16
e91712aa-562d-484c-9a81-2f6dbd1886fe,Rael Casa Grande,1980-02-21,137.105.664-00,36530-499,Vasconcelos,PA,Brasil,F,+55 (051) 7072-0021,13710566400@exemplo.com.br,2024-07-16
1400035e-f27f-4e26-a2ae-956d8cd528d8,Rodrigo Sampaio,1945-09-26,425.151.553-35,95873504,Garcia de Goiás,RO,Brasil,F,+55 (081) 2241-4629,42515155335@exemplo.com.br,2024-04-28
fda9954f-c207-468b-a44d-258bf779560b,Clarice Nogueira,1974-03-09,689.092.237-35,84742229,Novais,RS,Brasil,M,+55 81 0569-8715,68909223735@exemplo.com.br,2024-10-04
f25c67d5-fc4b-4b31-a8a2-a3545824181f,Luigi Ribeiro,1958-09-09,991.185.257-09,24652506,da Mota das Pedras,PA,Brasil,M,(081) 3515 7728,99118525709@exemplo.com.br,2025-04-06
dcacc38b-a2db-463a-9f87-48e1ef44b24e,Gabriel Silva,2003-04-18,647.919.300-27,99300-181,Sales,AP,Brasil,M,+55 (031) 3952 1678,64791930027@exemplo.com.br,2024-01-10
56d0d7a0-7b6f-49d9-a1b9-5502388d8f13,Luiz Felipe Dias,1941-04-23,135.120.262-27,67547090,da Rocha,CE,Brasil,F,+55 31 1706 5087,13512026227@exemplo.com.br,2025-05-06
fb5acb5a-a6e0-448a-9b53-de63292275fb,Davi Lucas Caldeira,1942-07-19,526.675.919-67,55882007,Teixeira,AM,Brasil,F,+55 (011) 5110 0129,52667591967@exemplo.com.br,2025-06-02
ba85acf3-449f-4c1a-8d83-3ea8ee84d3c0,Yan Cassiano,1972-09-25,829.102.420-20,64612521,Garcia,SE,Brasil,M,21 4410-1471,82910242020@exemplo.com.br,2023-12-07
52ce721b-a0d9-413e-b511-9d63f6f54dd6,Oliver Mendes,1979-08-25,797.591.761-63,82084-391,Souza de da Cruz,TO,Brasil,M,+55 (011) 1831 6566,79759176163@exemplo.com.br,2025-04-20
b03fc5ca-ea1d-47d0-a696-9c57d3ae40da,Helena Rodrigues,1986-05-03,828.928.633-57,54954-842,Marques da Praia,DF,Brasil,M,31 9184-6695,82892863357@exemplo.com.br,2024-11-04
de325e3f-f4be-4832-99d9-95a64ed2d449,Cauê Abreu,1977-08-14,630.525.210-31,67829822,Pastor do Oeste,BA,Brasil,M,11 2380-8223,63052521031@exemplo.com.br,2023-09-29
acab5a51-e3dd-41b6-89f8-cc9441e9770e,Ester da Cunha,1980-05-25,975.974.910-32,76287-694,Pimenta da Praia,RN,Brasil,F,41 6887 4119,97597491032@exemplo.com.br,2024-07-21
41549cb4-8cff-4164-b3be-9c8f8204b89e,Vinícius Camargo,1989-10-17,089.704.272-52,05423675,Ferreira,RN,Brasil,M,+55 (084) 4266-0230,08970427252@exemplo.com.br,2024-03-16
06ec4170-f078-4343-afd1-f5a7dce826b9,Ian Farias,1967-06-16,418.292.559-21,13794-508,Pires dos Dourados,MT,Brasil,F,+55 51 7779 3118,41829255921@exemplo.com.br,2023-06-13
aa5c9a81-d976-4b72-9a40-4dcf6841c860,Caio Fogaça,1973-09-11,293.658.881-00,50317724,Nunes do Galho,RJ,Brasil,F,+55 (084) 2046 3360,29365888100@exemplo.com.br,2024-05-16
017ffdfe-bee3-4733-9c8a-9a8942ae4b3b,Sr. Bruno da Rosa,1960-03-23,676.811.090-37,75985-675,Machado,RN,Brasil,M,(041) 4231 3546,67681109037@exemplo.com.br,2024-08-29
327444e4-e62c-47ba-bd0a-2f2880d8564b,Arthur Gabriel Caldeira,1941-02-22,488.585.159-07,01358710,Jesus das Pedras,AP,Brasil,M,+55 (051) 6834-1883,48858515907@exemplo.com.br,2025-01-31
2744dabc-1dde-47c5-9eae-5d0dea5e7b89,Elisa da Rocha,1948-07-06,667.137.101-52,84831917,Duarte,TO,Brasil,M,0300-942-5713,66713710152@exemplo.com.br,2023-09-27
e5273f18-3d50-4e4f-9206-1e69c5edbb20,Ryan Vieira,2004-11-17,554.345.526-94,86477-513,Novaes,SP,Brasil,M,(061) 3065-7883,55434552694@exemplo.com.br,2023-08-05
fa2ddb13-f2b2-460f-aab2-e3b22bdfd74d,Bruno Sampaio,1975-05-22,328.100.250-57,86887955,Freitas,MG,Brasil,F,(031) 0174-3660,32810025057@exemplo.com.br,2025-03-04
285bf4f6-658c-419b-9169-5e16dda917e3,Leonardo Melo,1977-04-29,457.194.924-20,79856-306,Jesus,PE,Brasil,M,+55 (041) 3576-5559,45719492420@exemplo.com.br,2024-06-24
5bf3664f-97e7-4f50-a2fe-e9d04350194d,Srta. Ana Viana,1965-07-07,925.491.699-74,08190888,Rezende,RN,Brasil,M,21 0555-1476,92549169974@exemplo.com.br,2025-05-08
00afae92-2403-4db6-aa5e-5fdedb536e09,Sophia Vargas,1988-09-05,262.848.166-34,85540-062,Andrade do Norte,RS,Brasil,F,(041) 4999-2424,26284816634@exemplo.com.br,2024-03-19
42a8398f-bd96-472f-9702-0d1c23508960,Isadora Ramos,1970-07-27,123.038.050-81,36706075,Rocha,MA,Brasil,M,+55 61 1630-7942,12303805081@exemplo.com.br,2024-03-21
bdbdd388-c545-4884-af45-0c62bfa25021,Ravi Lucca Cavalcante,1939-09-13,986.539.993-46,07447-994,Campos dos Dourados,PR,Brasil,F,+55 61 7700-2158,98653999346@exemplo.com.br,2023-07-21
678cbc12-25e3-4bf3-ae24-6fc579768d6b,Gael Henrique Melo,1994-05-26,276.027.077-44,78457555,da Costa dos Dourados,PA,Brasil,F,+55 (084) 2770 2635,27602707744@exemplo.com.br,2023-12-24
e9094918-6c63-40df-89f7-55593026cff7,Thales Novais,1989-08-11,278.443.206-03,75556-822,Cavalcante do Campo,SC,Brasil,F,+55 84 1894 7865,27844320603@exemplo.com.br,2024-04-06
5ad8d316-e4e1-4812-a5ba-2513e3942b1e,Luna Ferreira,1991-09-24,956.573.792-56,38904927,Sá,PR,Brasil,F,+55 81 9255-6068,95657379256@exemplo.com.br,2024-11-03
0ae9d64e-e9d1-475f-b6ee-2da54f1a68eb,Clarice Mendes,1965-05-25,146.129.861-74,69827518,da Rosa Verde,GO,Brasil,F,+55 51 9647 6216,14612986174@exemplo.com.br,2025-04-08
626ca2ab-317a-4f21-9ee8-15983d33909f,Beatriz Lopes,1983-07-22,397.114.608-96,76093-042,da Cruz do Norte,AC,Brasil,F,(051) 9296 6772,39711460896@exemplo.com.br,2023-10-10
3ca49fd7-7b65-472e-acbd-14bd84e7585f,Nina Ferreira,1988-07-13,499.024.776-99,26761-850,Rocha da Serra,RO,Brasil,F,(061) 0507 9629,49902477699@exemplo.com.br,2023-07-13
b7f6a4b1-6a30-4f53-80bf-9876b6108098,Théo Azevedo,1940-07-20,038.060.961-62,84125193,Leão dos Dourados,RS,Brasil,F,11 7807 6083,03806096162@exemplo.com.br,2023-12-25
2c90ab66-1360-4a66-ba1e-6ba2fafdd961,Clara Albuquerque,1964-11-19,222.249.587-42,86965-211,Cirino,PB,Brasil,F,+55 81 4711 7942,22224958742@exemplo.com.br,2025-01-25
46b6254c-0495-4751-a4d8-60c3696d23fe,Sophie da Mata,1991-07-11,168.670.365-31,95953978,Correia das Pedras,PB,Brasil,F,+55 61 7506 8176,16867036531@exemplo.com.br,2024-08-18
7486ad59-12ac-473f-b2bb-c48c6863b43d,Valentina Ferreira,1953-06-09,445.573.080-97,92647-914,Nogueira,MT,Brasil,M,0800-356-9736,44557308097@exemplo.com.br,2024-11-18
f324674f-8712-4e4c-a428-65aae2197c4f,Francisco Garcia,1961-02-09,777.130.431-71,49729906,Lopes,MA,Brasil,F,+55 (051) 0191-5797,77713043171@exemplo.com.br,2024-01-10
e6058b04-9403-4f76-9883-64d82f39529a,Ana Júlia da Cunha,1980-03-10,690.000.248-99,46139104,Cunha de da Rosa,AM,Brasil,F,41 1570 1511,69000024899@exemplo.com.br,2023-12-27
3e490c97-35db-411d-9669-f9201d38ddfe,Lunna Nunes,1985-10-25,655.952.501-07,69332574,Gonçalves do Galho,SC,Brasil,M,+55 (051) 2232-3369,65595250107@exemplo.com.br,2024-10-20
860f6cf0-0e40-41ea-9132-5f637cc49516,Maria Eduarda Duarte,1972-09-25,088.422.839-60,50195-553,da Paz de Goiás,SE,Brasil,F,51 1569 2614,08842283960@exemplo.com.br,2025-05-12
62284a0b-23a0-4d61-acfb-9f5c70fc6a20,Sophia Gomes,1954-03-18,687.948.123-64,72490701,Rocha do Campo,RR,Brasil,F,+55 21 2191-8835,68794812364@exemplo.com.br,2024-09-13
dfd62188-9549-434a-b323-c3b4d735e66c,Yuri Teixeira,1939-04-14,600.923.448-44,12638352,das Neves,RO,Brasil,F,(081) 0458-8286,60092344844@exemplo.com.br,2024-07-20
2b1478d5-8f7c-429a-8ba9-709758fe4e52,Maria Eduarda Araújo,2002-07-25,855.111.310-58,95848694,Rezende,AM,Brasil,M,(084) 4701-3401,85511131058@exemplo.com.br,2025-03-12
144386c3-99f6-4a5e-95cc-ef67a04524e6,Ana Lívia Correia,1970-10-17,230.442.353-53,16612-783,da Cunha,SP,Brasil,M,+55 21 4341-1065,23044235353@exemplo.com.br,2025-02-07
8dae753c-7395-48c5-8125-6076d290f9b8,Cecilia Vargas,2005-11-10,976.359.319-51,56634690,Aparecida,ES,Brasil,M,+55 (011) 1358-8184,97635931951@exemplo.com.br,2024-12-05
d989e178-3afa-4671-9298-abe3a89060f7,Francisco Ribeiro,1965-06-14,045.198.228-57,17313-817,da Cruz de Aragão,RS,Brasil,M,0500-133-7206,04519822857@exemplo.com.br,2023-12-12
8b433049-c142-47ee-be5a-3aea932be4e3,Lunna Monteiro,1937-05-06,477.511.021-69,51787-650,Moura,SC,Brasil,F,11 3062-8193,47751102169@exemplo.com.br,2023-08-13
a496eb52-3aed-4824-8b50-343e79002a87,Srta. Emilly Albuquerque,1953-02-27,459.250.253-68,22199-514,Machado do Galho,AP,Brasil,F,+55 11 5069-4795,45925025368@exemplo.com.br,2025-04-29
70f60ae9-cb86-4794-945c-63b6ca7b2ce7,Ana Luiza Pacheco,1966-07-13,457.701.745-91,39504-879,Carvalho da Prata,PE,Brasil,F,11 3725-1344,45770174591@exemplo.com.br,2023-06-16
6603e589-1557-4c54-a6a5-81f2bba1f917,Matheus Mendonça,1935-08-17,075.435.949-24,85337125,Cavalcante do Norte,PA,Brasil,M,(021) 0771-1456,07543594924@exemplo.com.br,2023-11-07
56c5290d-8053-4800-b33b-cfe30a86d472,Ana Vitória da Cruz,1936-04-05,071.735.588-48,37402-090,Pires,TO,Brasil,M,+55 81 8061-6819,07173558848@exemplo.com.br,2024-05-27
be5c2d65-9255-407b-8d94-a534558e2bdc,Marcos Vinicius Camargo,2006-02-03,642.464.604-39,33047-232,Nunes,MS,Brasil,F,51 9244 2882,64246460439@exemplo.com.br,2024-03-31
1b4ce9bd-1f88-411b-9b3f-a167658b2756,Raquel Duarte,1997-12-14,418.411.195-52,93103-252,Gomes,BA,Brasil,M,+55 (081) 2719 5195,41841119552@exemplo.com.br,2023-11-26
ce189b18-c5c1-4e67-8ebc-719c19705915,Yuri Pastor,1950-07-30,742.765.057-30,39704105,Cassiano,MG,Brasil,F,84 2369 0090,74276505730@exemplo.com.br,2024-04-28
96a68495-e4dd-43cc-8868-c853c2bf17d4,Dra. Camila Cassiano,1936-06-14,765.389.066-61,11385612,da Mata do Norte,SE,Brasil,M,(051) 5358-4481,76538906661@exemplo.com.br,2024-10-06
ad0b834b-889f-4bbd-98a3-13b17e10c2e0,Anna Liz Rocha,1961-08-28,473.110.275-76,40592641,Marques,MT,Brasil,F,21 7692-4202,47311027576@exemplo.com.br,2025-05-30
597b49eb-0995-4b51-95c9-022a064caece,Luiz Otávio Albuquerque,1983-02-14,895.814.689-41,13849564,Cunha,PR,Brasil,F,+55 (061) 6651 5331,89581468941@exemplo.com.br,2024-08-11
49f635fd-b93c-46a8-a4ce-059d13565e8c,Gael das Neves,1988-11-06,061.004.633-16,55074843,Lima,MG,Brasil,F,+55 (061) 4917 7966,06100463316@exemplo.com.br,2024-05-14
f7aef4f5-c992-4dc1-9797-fa132522fdb8,Ryan Cassiano,1947-05-14,353.826.396-31,60051334,Nogueira de Borges,PE,Brasil,F,+55 41 0644-8926,35382639631@exemplo.com.br,2024-12-11
206dda1e-4969-40be-8f23-387958cfbf30,Otto Rodrigues,1987-06-26,188.856.640-68,71623-558,Borges Verde,SC,Brasil,F,+55 31 7390 8868,18885664068@exemplo.com.br,2024-01-10
7da9bb3d-15e5-4a91-9fcc-82ef3f02e803,Maria Liz Viana,1964-03-16,424.321.052-35,41064919,Abreu,PB,Brasil,F,61 0481-6878,42432105235@exemplo.com.br,2024-08-06
96316992-ff4c-4b0f-9bb7-f4acf94b2674,Sra. Catarina da Cunha,2001-03-05,261.501.028-48,44312-478,Duarte,AP,Brasil,M,+55 81 5142-2283,26150102848@exemplo.com.br,2024-01-05
296ecddb-5a79-433b-8e9d-2cd69348f4d5,Sr. Enzo Gabriel Sá,1962-01-25,788.434.075-02,79768468,Alves de Viana,AP,Brasil,F,+55 71 8714-5857,78843407502@exemplo.com.br,2025-01-09
8ce81794-b09d-4559-82ab-4660c05f9928,Dr. Ravi Rocha,1973-06-16,249.278.133-89,62250629,Rocha do Oeste,RJ,Brasil,M,+55 41 3985-9477,24927813389@exemplo.com.br,2024-04-07
1d12eb85-9d5f-40ca-8c73-86b9a3fdfd3c,Rael Casa Grande,2006-05-25,260.334.175-80,04392694,Vargas,MG,Brasil,M,+55 81 2567 9128,26033417580@exemplo.com.br,2024-04-01
d70654dc-b3e9-4bd4-b2a6-0e55d3d5d24a,Yago da Luz,2001-05-14,624.105.575-40,23584676,Porto,PA,Brasil,F,71 3230-4591,62410557540@exemplo.com.br,2024-08-08
18f21811-bb23-45c4-8676-a90e1f9d970a,Eloá Novais,1958-07-19,455.058.951-71,12422-636,Ribeiro do Norte,SE,Brasil,M,+55 31 6709-1355,45505895171@exemplo.com.br,2025-03-10
d72b3973-999b-43cb-bb09-8063733c012b,Vitor Hugo Campos,1972-08-15,765.661.617-83,59186-393,Dias de Goiás,AL,Brasil,M,+55 21 2564-1613,76566161783@exemplo.com.br,2025-03-22
ba9ceee2-b7f3-46b2-bca5-88c981a26eeb,Lorena Aragão,1942-02-23,270.549.183-62,20819746,Moura,AM,Brasil,M,+55 41 0033-3242,27054918362@exemplo.com.br,2024-05-15
54eb66c5-0857-45dc-b7f2-c464abdf7b3e,Sophie Guerra,1955-02-01,946.788.295-03,42362-457,Abreu Verde,PE,Brasil,M,+55 (071) 9134 9518,94678829503@exemplo.com.br,2023-07-14
6c024b77-07c0-46d4-a260-d63fdff8f790,João Lucas da Paz,1966-12-01,207.298.915-36,77922-034,Albuquerque,MS,Brasil,M,+55 31 4197-3973,20729891536@exemplo.com.br,2024-10-18
d153ce1c-e598-4417-8c43-327cd9c2e94b,José Miguel Albuquerque,2002-03-09,452.782.649-86,77571930,Nogueira do Norte,BA,Brasil,M,11 7137-8162,45278264986@exemplo.com.br,2024-05-22
e9d4d70d-57bb-4148-8f1c-626c95633715,Rhavi Moura,1991-03-15,400.125.774-52,76589386,Guerra da Serra,SP,Brasil,F,+55 (041) 6426 4446,40012577452@exemplo.com.br,2023-08-24
8c644ba7-3832-4cca-a8e4-43b34bb11336,Dr. Lucca Sales,1986-12-16,112.708.879-09,77333-381,Peixoto,PA,Brasil,M,11 4074-8375,11270887909@exemplo.com.br,2023-12-06
c142649a-2b60-4cb5-bd82-0ed473f06a37,Maria Liz Campos,1940-09-11,407.407.644-52,92258817,Almeida de Farias,MT,Brasil,M,21 2169 0959,40740764452@exemplo.com.br,2024-04-06
765ce99d-5edd-4cdb-8721-45b56ac3f95f,Nicolas Dias,1981-04-18,655.233.138-48,35339-878,Correia de Moraes,ES,Brasil,M,+55 61 3281-2913,65523313848@exemplo.com.br,2024-07-12
c6a6cfe2-47c8-4237-bf9d-980a58fb5838,Vitória Sales,1996-11-04,157.384.719-30,25019340,Aparecida,RO,Brasil,M,81 5724 4576,15738471930@exemplo.com.br,2024-12-09
5f9813db-d419-44da-9d8f-ae217ab4ce23,Davi Nogueira,1975-07-02,705.238.865-36,78849776,Oliveira do Galho,SE,Brasil,M,(051) 7916 7965,70523886536@exemplo.com.br,2024-02-14
e9e42c58-cb6c-4204-81ca-66cecfc028a2,João Vitor Azevedo,1974-12-24,089.649.182-05,46787732,Lopes,SP,Brasil,M,+55 41 1745 7793,08964918205@exemplo.com.br,2023-09-13
b32221ac-c7c4-4a74-a746-30c2e0b3da4f,Francisco Martins,1941-06-20,211.886.665-55,67659-342,Leão,PA,Brasil,F,31 9190 6067,21188666555@exemplo.com.br,2023-07-26
d0ff3e1a-5bc0-46a8-8c2a-bb44cf2cab25,Valentina Cirino,1972-09-28,461.760.035-63,65235-801,Mendonça de Aragão,MA,Brasil,F,0500-512-4343,46176003563@exemplo.com.br,2024-03-30
855c78e2-17e0-4b06-9ff1-5126d70df61f,Marcelo Pereira,1977-06-23,177.176.638-40,43693-167,Peixoto,RJ,Brasil,M,+55 (081) 7660-7879,17717663840@exemplo.com.br,2024-06-09
15da1ea2-003c-4ec2-8740-03e8b3366665,Diego Alves,1980-12-28,799.848.541-30,47364506,Ribeiro,GO,Brasil,F,+55 84 2331 0949,79984854130@exemplo.com.br,2023-10-13
e74cf820-7df4-41a1-b2f6-c176cc1edb5d,Enzo Gabriel Melo,1939-01-27,708.234.183-51,93047-201,Câmara da Prata,SC,Brasil,F,(071) 7967 4146,70823418351@exemplo.com.br,2024-04-17
6c2b0ca8-2444-433c-8300-1ad313ae150d,Benício das Neves,1942-02-04,057.115.424-92,12813-713,Nogueira,MT,Brasil,M,0900 302 0529,05711542492@exemplo.com.br,2024-08-18
6f549f03-a07d-4f62-aa1c-d124e914bfba,Sra. Laís Peixoto,2000-05-01,145.556.049-85,23349119,Casa Grande,SE,Brasil,M,(061) 1547-1675,14555604985@exemplo.com.br,2023-10-25
72ee2099-f181-4151-b50b-2518637f4045,Augusto Cavalcanti,1969-06-07,749.034.633-63,90117124,Araújo,PA,Brasil,F,31 0290-7932,74903463363@exemplo.com.br,2024-06-13
f786411e-25da-482a-a594-61cb46d08340,Luiz Miguel Pinto,1962-12-19,495.238.650-63,03926-811,Freitas Alegre,CE,Brasil,M,+55 (011) 4620-7279,49523865063@exemplo.com.br,2024-02-16
f662edbd-b798-4179-802b-4f6f9201b474,Maria Luísa da Cruz,2001-07-20,546.322.895-90,51918243,Gomes dos Dourados,AP,Brasil,M,(021) 6453-5854,54632289590@exemplo.com.br,2024-08-17
29784053-a18f-424b-ad94-79cb66d8e2b0,Antonella Caldeira,1945-11-29,569.109.322-05,50823-648,Siqueira dos Dourados,MT,Brasil,F,+55 (041) 6856-4262,56910932205@exemplo.com.br,2024-07-30
bc43ece9-4390-4c88-98b7-0a13b4d4f98e,Diogo Vargas,1983-03-28,705.569.599-85,35775-346,Dias do Amparo,SE,Brasil,F,(011) 7810-2628,70556959985@exemplo.com.br,2024-01-17
